"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"FOUR ASHES COMMUNITY CLUB LTD","13000969","Active","Private limited by guarantee without share capital","","","","93120","Vaghela & Co Services Ltd 145, Clarks Courtyard, Granville Street Birmingham B1 1SB","B1 1SB","93","2020","11","5","","","","52.4742084047619","-1.9082864761904754",
"BARRY VAN BILJON LIMITED","13772775","Active","Private limited company","","","","14131 14190 47640 47910","204(A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","14  47 ","2021","11","30","","","","52.47479288888889","-1.9034657777777777",
"ZNSA LIMITED","12436949","Active","Private limited company","","","","55100","Apartment 2027 Wharfside Street The Cube West 197 Birmingham B1 1PQ","B1 1PQ","55","2020","2","3","","","","52.474927","-1.906955",
"CLA FABRICATION 6 LTD","12936297","Active","Private limited company","","","","82990","7 Commercial Street Birmingham B1 1RS","B1 1RS","82","2020","10","7","","","","52.47505","-1.906716",
"TAYDEC LIMITED","10067956","Active","Private limited company","","","","96090","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","96","2016","3","17","","","","52.48520935714286","-1.910360785714286",
"IKAY REX LTD","12441261","Active","Private limited company","","","","86900","509 Granville Lofts 190 Holliday Street Birmingham B1 1FF","B1 1FF","86","2020","2","4","","","","52.474723777777776","-1.9096394444444442",
"CITY LIFE HOUSING LIMITED","12969026","Active","Private limited company","","","","68209","80 Holloway Head Birmingham B1 1QP","B1 1QP","68","2020","10","22","","","","52.473725200000004","-1.903985",
"THE EARLHAM HOTEL LIMITED","13772798","Active","Private limited company","","","","55100 55900","80 Holloway Head Birmingham B1 1QP","B1 1QP","55 ","2021","11","30","","","","52.473725200000004","-1.903985",
"CITY LIFE GROUP LIMITED","9709478","Active","Private limited company","","","","68310","80 Holloway Head Birmingham B1 1QP","B1 1QP","68","2015","7","29","","","","52.473725200000004","-1.903985",
"WYBUILD COMMERCIAL MANAGEMENT LIMITED","8953881","Active","Private limited company","","","","43999","Ground Floor Unit 1 The Wharf Bridge Street Birmingham B1 2JS","B1 2JS","43","2014","3","24","","","","52.4770443076923","-1.9080292307692308",
"SUPER FLYING CLOTHING LIMITED","8679211","Active","Private limited company","","","","47190","145 Granville Street C/O Vaghela & Co Granville Street Birmingham B1 1SB","B1 1SB","47","2013","9","5","","","","52.47404376923077","-1.9075247692307695",
"HOLTSPUR ESTATE MANAGEMENT LIMITED","1225251","Active","Private limited company","","","","98000","C/O Advance Block Management 11 Brindley Place 2 Brunswick Square Birmingham B1 2LP","B1 2LP","98","1975","9","4","","","","52.47667346666666","-1.9137406000000001",
"DEAL SHAKER CORP LIMITED","11004012","Active","Private limited company","","","","47599","Studio 10 Granville Street Birmingham B1 1SB","B1 1SB","47","2017","10","10","","","","52.47404376923077","-1.9075247692307695",
"DEVAN HOMES LIMITED","5452376","Active","Private limited company","","","","41100 41202","Suite 211 Albert Wing The Argent Centre 60 Frederick Street Birmingham B1 3HS","B1 3HS","41 ","2005","5","13","","","","52.484604","-1.911609",
"UNITED HOUSING & SUPPORT LTD","8384316","Active","Private limited company","","","","55900","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","55","2013","2","1","","","","52.486492428571424","-1.9136612857142856",
"THE MINIMALISTIC WOLF LTD","13454089","Active","Private limited company","","","","47890 47910","43 St. Marks Crescent Birmingham B1 2PY","B1 2PY","47 ","2021","6","14","","","","52.482719642857155","-1.9217571071428572",
"A NEW START GLOBAL LTD","12556505","Active","Private limited company","","","","82110","Isabella House Regent Place Birmingham B1 3NJ","B1 3NJ","82","2020","4","15","","","","52.485733999999994","-1.9104024",
"SUBMERSIBLE PUMPS LIMITED","4628607","Active","Private limited company","","","","82990","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","82","2003","1","6","","","","52.47404376923077","-1.9075247692307695",
"ECORYS UK LIMITED","1650169","Active","Private limited company","","","","70229","Albert House Quay Place 92-93 Edward Street Birmingham B1 2RA","B1 2RA","70","1982","7","12","","","","52.48110012","-1.9130783599999999",
"THE FOLD SPACE LTD","10023142","Active","Private limited company","","","","68209 82110","Izabella House Regent Place Birmingham B1 3NJ","B1 3NJ","68 82","2016","2","24","","","","52.485733999999994","-1.9104024",
"WHEATLEY'S INSURANCE BROKERS LIMITED","11921038","Active","Private limited company","","","","66220","11 Brindley Place 2 Brunswick Square Birmingham B1 2LP","B1 2LP","66","2019","4","2","","","","52.476727","-1.914361",
"PLANTAGENET ESTATES GROUP LTD","12481941","Active","Private limited company","","","","41100 68209","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","41 68","2020","2","25","","","","52.48520935714286","-1.910360785714286",
"CARE NEVER SLEEPS (BIRMINGHAM) LIMITED","13624326","Active","Private limited company","","","","78109 78200 88100 88990","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","78  88 ","2021","9","15","","","","52.48520935714286","-1.910360785714286",
"SHOYINTERNATIONAL LTD","7576989","Active","Private limited company","","","","74990","C/O Vaghela & Co 145 Granville Street Birmingham B1 1SB","B1 1SB","74","2011","3","24","","","","52.47404376923077","-1.9075247692307695",
"J A STOBO LTD","8769686","Active","Private limited company","","","","71122","C/O Bcd Chartered Accountants Second Floor 21 Graham Street Birmingham B1 3JR","B1 3JR","71","2013","11","11","","","","52.48450342222223","-1.9099816444444448",
"WORLD HALAL TRUST","13453596","Active","Private Limited Company by guarantee without share capital, use of 'Limited' exemption","","","","74909","Izabella House 24-26 Regent Place Birmingham B1 3NJ","B1 3NJ","74","2021","6","14","","","","52.48616493333334","-1.9100368",
"ABRAHAM CAPITAL GROUP LTD","13293812","Active","Private limited company","","","","70229 78109","3 Fournier House 8 Tenby Street Birmingham B1 3AJ","B1 3AJ","70 78","2021","3","26","","","","52.485326333333326","-1.913881",
"FOXOS LIMITED","11798583","Active","Private limited company","","","","62020","314b Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","62","2019","1","31","","","","52.47479288888889","-1.9034657777777777",
"SHEEKIE LTD.","11269483","Active","Private limited company","","","","70229 85520 85590 90010","Office 1 Izabella House 24/26 Regent Place Birmingham B1 3NJ","B1 3NJ","70 85  90","2018","3","22","","","","52.486107714285716","-1.9102724285714285",
"AUG MANAGEMENT LIMITED","6200241","Active","Private limited company","","","","99999","VAGHELA & CO SERVICES 145 Granville Street Birmingham B1 1SB","B1 1SB","99","2007","4","3","","","","52.47404376923077","-1.9075247692307695",
"PRIME (MIDLANDS) LIMITED","10559279","Active","Private limited by guarantee without share capital","","","","55900","Latimer House Edward Street Birmingham B1 2RX","B1 2RX","55","2017","1","11","","","","52.4810972","-1.9137971999999999",
"CLOVE (WILLENHALL) LIMITED","10707490","Active","Private limited company","","","","56101","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","56","2017","4","4","","","","52.48211","-1.915795",
"TMB CONSTRUCTIONS MIDLANDS LTD","13076749","Active","Private limited company","","","","43390","38 Carver Street Birmingham B1 3AS","B1 3AS","43","2020","12","11","","","","52.48583566666667","-1.916100555555556",
"EURO-RECRUIT LTD","11309533","Active","Private limited company","","","","78109 78200 78300","131 Centenary Plaza 18 Holiday Street Birmingham B1 1TH","B1 1TH","78  ","2018","4","13","","","","52.476783","-1.906136",
"REGENT ASSAY LIMITED","4038367","Active","Private limited company","","","","82990","4 Tenby Street Birmingham B1 3EL","B1 3EL","82","2000","7","21","","","","52.4852562","-1.9137539999999997",
"LAPWORTH ARCHITECTS LIMITED","7402725","Active","Private limited company","","","","71111","4 Edward Street Birmingham B1 2RX","B1 2RX","71","2010","10","11","","","","52.4812038","-1.9135863999999998",
"ABOVE THE CLOUD SERVICES LTD","11143042","Active","Private limited company","","","","62020 96090","Office 1 Izabella House, 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","62 96","2018","1","10","","","","52.48616493333334","-1.9100368",
"VIRDEE ADVANTAGE LIMITED","10583680","Active","Private limited company","","","","82990","Ground Floor Unit 1 The Wharf Bridge Street Birmingham B1 2JS","B1 2JS","82","2017","1","25","","","","52.4770443076923","-1.9080292307692308",
"JAMIA ALFURQAN LIMITED","8248868","Active","Private limited by guarantee without share capital","","","","85310","First Floor 43 Frederick Street Jewellery Quarter Birmingham B1 3HN","B1 3HN","85","2012","10","11","","","","52.486137444444445","-1.9128592222222223",
"K&C THAKORE PROPERTY LIMITED","10292221","Active","Private limited company","","","","68100","9-11 Vittoria Street Birmingham B1 3ND","B1 3ND","68","2016","7","22","","","","52.48520935714286","-1.910360785714286",
"B1 PADTHAI LIMITED","10779897","Active","Private limited company","","","","56101","86 Holloway Head Birmingham B1 1NB","B1 1NB","56","2017","5","19","","","","52.473471","-1.903633",
"META GOLD LIMITED","10724843","Active","Private limited company","","","","47770","Elvan Jewellery Birmingham Assay Office 1 Moreton Street Birmingham B1 3AX","B1 3AX","47","2017","4","13","","","","52.48636159999999","-1.917498666666667",
"RADIUM TRADING CO LIMITED","13389574","Active","Private limited company","","","","47910","2nd Floor Cathay Building 86 Holloway Head Birmingham B1 1NB","B1 1NB","47","2021","5","11","","","","52.473471","-1.903633",
"XUDREZ LIMITED","13392838","Active","Private limited company","","","","46420","204(A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","46","2021","5","13","","","","52.47479288888889","-1.9034657777777777",
"DREAMYNEST CO., LTD","13398300","Active","Private limited company","","","","46150 46160 47540 47910","204 (A) Lonsdale Hose 52 Blucher Street Birmingham West Midlands B1 1QU","B1 1QU","46  47 ","2021","5","14","","","","52.47479288888889","-1.9034657777777777",
"BNUMO CO. LTD","13417866","Active","Private limited company","","","","47190 47430 47599 47650","204(A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","47   ","2021","5","25","","","","52.47479288888889","-1.9034657777777777",
"POINVIU LIMITED","13430253","Active","Private limited company","","","","47910","204 (A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","47","2021","6","1","","","","52.47479288888889","-1.9034657777777777",
"GL LIFESTYLE GROUP LTD","13435201","Active","Private limited company","","","","46190 70100 82110 96090","190 Granville Lofts, Apartment 602 Holliday Street Birmingham B1 1FF","B1 1FF","46 70 82 96","2021","6","2","","","","52.474723777777776","-1.9096394444444442",
"BRGR BOX LTD","13584448","Active","Private limited company","","","","56102 56103 56210 56290","2-4 Exeter Street Birmingham B1 1NH","B1 1NH","56   ","2021","8","25","","","","52.47396739999999","-1.9016672",
"GC FOODS LTD","13589448","Active","Private limited company","","","","56103","Studio 10 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","56","2021","8","27","","","","52.47404376923077","-1.9075247692307695",
"TAUGOZIBROS LIMITED","13619804","Active","Private limited company","","","","96010","51 Vittoria Street Birmingham B1 3NU","B1 3NU","96","2021","9","14","","","","52.48592714285714","-1.9107901428571428",
"MA CONSULTANCY LTD","13622293","Active","Private limited company","","","","85590","Izabella House 24-26 Regent Place City Centre Birmingham B1 3NJ","B1 3NJ","85","2021","9","15","","","","52.48616493333334","-1.9100368",
"SILSILA BALTI LIMITED","13626189","Active","Private limited company","","","","56101 56103","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","56 ","2021","9","16","","","","52.48211","-1.915795",
"CLOWES ADMINISTRATION LIMITED","13630017","Active","Private limited company","","","","49410","Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","49","2021","9","18","","","","52.47404376923077","-1.9075247692307695",
"FRANCHISE DIRECTORY LTD","13641739","Active","Private limited company","","","","73110","12 The Wharf 16 Bridge Street Birmingham B1 2JS","B1 2JS","73","2021","9","24","","","","52.4770443076923","-1.9080292307692308",
"B1 TOPGEAR MOTORS LTD","13642741","Active","Private limited company","","","","45200","10-12 Florence Street Birmingham B1 1NX","B1 1NX","45","2021","9","24","","","","52.473295","-1.903446",
"PIT SPORTS MENS WEAR LTD","13322143","Active","Private limited company","","","","47640","66 Camden Street Birmingham B1 3DP","B1 3DP","47","2021","4","8","","","","52.483963499999994","-1.9142215",
"VEBEL LTD","13341918","Active","Private limited company","","","","47910","44 - 21 Clement Street Jewellery Quarter Birmingham B1 2SL","B1 2SL","47","2021","4","16","","","","52.480918571428575","-1.9143899047619048",
"KN DESIGNERS LTD","13351662","Active","Private limited company","","","","74100","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","74","2021","4","22","","","","52.48211","-1.915795",
"AUNIQ CO., LTD","13157112","Active","Private limited company","","","","46480 46520 47640 47820","204(A) Lonsdale House 52 Blucher Street Birmingham B1 1QU","B1 1QU","46  47 ","2021","1","25","","","","52.47479288888889","-1.9034657777777777",
"MB HOME IMPROVEMENTS MIDLANDS LIMITED","13163420","Active","Private limited company","","","","43999","Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","43","2021","1","27","","","","52.47404376923077","-1.9075247692307695",
"MARY STREET LODGE LIMITED","13694292","Active","Private limited company","","","","55100 55900","80 Holloway Head Birmingham B1 1QP","B1 1QP","55 ","2021","10","21","","","","52.473725200000004","-1.903985",
"ONE EASTSIDE DEVCO LIMITED","13695685","Active","Private limited company","","","","41100","23rd Floor Alpha Tower Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","41","2021","10","21","","","","52.47851563636364","-1.9062289090909095",
"APM HEALTH LIMITED","13712118","Active","Private limited company","","","","86900","C/O Feltons 8 Sovereign Court 8 Graham Street Birmingham B1 3JR","B1 3JR","86","2021","10","29","","","","52.48450019999999","-1.9107869999999998",
"MUSTCO LIMITED","13715655","Active","Private limited company","","","","56102","12 Summer Hill Street Birmingham B1 2PE","B1 2PE","56","2021","11","1","","","","52.48211","-1.915795",
"THE KAPADIA GROUP LIMITED","13744863","Active","Private limited company","","","","64209","Alexander House 60-61 Tenby Street North Birmingham B1 3EG","B1 3EG","64","2021","11","15","","","","52.486492428571424","-1.9136612857142856",
"MOTHER'S MEETING BIRMINGHAM LTD","12866075","Active","Private limited company","","","","90010","202 39 Powell Street Birmingham B1 3DH","B1 3DH","90","2020","9","8","","","","52.483990600000006","-1.9163738",
"FLOW PROPERTY HOLDINGS LTD","12865694","Active","Private limited company","","","","68209","5 Legge Lane Birmingham B1 3LD","B1 3LD","68","2020","9","8","","","","52.4843162","-1.9138808",
"2 GLASSHOUSE GARDEN LIMITED","12866139","Active","Private limited company","","","","47910 47990","Suite 3 4th Floor, Queens Gate 121 Suffolk Street Queensway Birmingham B1 1LX","B1 1LX","47 ","2020","9","8","","","","52.47630830000001","-1.9026450999999998",
"BUTTERFLY DIGITAL MARKETING LTD","12876687","Active","Private limited company","","","","73110","The Mailbox 7 Commercial Street Birmingham B1 1RS","B1 1RS","73","2020","9","13","","","","52.475990148148156","-1.904758222222222",
"DRILLING BRITISH SUPPLIES LTD","12877327","Active","Private limited company","","","","99999","Sapphire Heights Courtyard 31 Tenby Street North Birmingham B1 3ES","B1 3ES","99","2020","9","13","","","","52.48544128571429","-1.9140940000000002",
"DELIVER2UK CO LIMITED","12891015","Active","Private limited company","","","","68100 68209","2nd Floor Cathay Building 86 Holloway Head Birmingham B1 1NB","B1 1NB","68 ","2020","9","18","","","","52.473471","-1.903633",
"IVERCO LTD","12891506","Active","Private limited company","","","","68310","Unit 21a 57 Frederick Street Birmingham B1 3HS","B1 3HS","68","2020","9","21","","","","52.4850144117647","-1.9121324117647063",
"SMALL HARBOUR LIMITED","12917935","Active","Private limited company","","","","82990","Level 23 Alpha Birmingham Suffolk Street Queensway Birmingham B1 1TT","B1 1TT","82","2020","10","1","","","","52.47851563636364","-1.9062289090909095",
"SPARTAN CV LTD","12918888","Active","Private limited company","","","","47990","37 Gray Street (B1) Bordesley Green Birmingham B9 4LS","B9 4LS","47","2020","10","1","","","","52.47775044444444","-1.8711693333333335",
"MINMIN SCOOTER LTD","12932951","Active","Private limited company","","","","46190","C/O Studio 1 Clarks Courtyard 145 Granville Street Birmingham B1 1SB","B1 1SB","46","2020","10","6","","","","52.47404376923077","-1.9075247692307695",
