"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"SECURITY SERVICES SOLUTIONS LIMITED","15221177","Active","Private limited by guarantee without share capital","","","","80100","22 Chapel House Lane Halesowen Birmingham B63 2JN","B63 2JN","80","2023","10","19","","","","52.45887","-2.08874",
"TOP TURKISH BARBERS 5STAR LTD","15269655","Active","Private limited company","","","","96020","5 Peckingham Street Halesowen B63 3AW","B63 3AW","96","2023","11","8","","","","52.448925","-2.049958",
"BELONG CONSULTING LIMITED","14950896","Active","Private limited company","","","","63990 85590 96090","3 Lytttleton Court Birmingham Street Halesowen B63 3HN","B63 3HN","63 85 96","2023","6","21","","","","52.449773","-2.049054",
"B63 CONSTRUCTION LTD","14971638","Active","Private limited company","","","","41100","31 Slade Road Halesowen B63 2UR","B63 2UR","41","2023","6","30","","","","52.4617183","-2.0882774",
"THE COSY CORNER DAY NURSERY LIMITED","14981290","Active","Private limited company","","","","88910","41 Thornhill Road Halesowen B63 1AU","B63 1AU","88","2023","7","5","","","","52.447802","-2.07063",
"PAINT SPRAYING AND REPAIRS LTD","15005607","Active","Private limited company","","","","33150 33170 43341 45200","31 Chaucer House Severn Road Halesowen B63 2LR","B63 2LR","33  43 45","2023","7","16","","","","52.45563","-2.09153",
"PLATINUM PACKAGES LTD","14823593","Active","Private limited company","","","","46190 46900 49410","20 Albrighton Road Halesowen B63 4JZ","B63 4JZ","46  49","2023","4","24","","","","52.4450503","-2.0669415",
"PERKS CONSULTING LIMITED","14835838","Active","Private limited company","","","","70229","51 Wicklow Close Halesowen B63 1HX","B63 1HX","70","2023","4","30","","","","52.4396726","-2.0799146",
"IPACKIT LTD","14867658","Active","Private limited company","","","","47990","23 Glynn Crescent Halesowen B63 2PZ","B63 2PZ","47","2023","5","15","","","","52.46347","-2.09408",
"CLASSIC TOUCH CARE SERVICES LIMITED","15097240","Active","Private limited company","","","","87300","11 Belle Vale Halesowen B63 3QN","B63 3QN","87","2023","8","25","","","","52.45989","-2.07104",
"3RS PROPERTY DEVELOPMENT LTD","15117867","Active","Private limited company","","","","41100","30 Carol Crescent Halesowen B63 3RS","B63 3RS","41","2023","9","6","","","","52.455923","-2.062992",
"ARISTON GREEK BAKERY LTD","14881142","Active","Private limited company","","","","56102","Flat 5 Churchill House Hagley Street Halesowen B63 3AX","B63 3AX","56","2023","5","19","","","","52.44785","-2.05098",
"N&N INTERIORS LTD","14913763","Active","Private limited company","","","","43320 96090","80 Colley Lane Halesowen B63 2TS","B63 2TS","43 96","2023","6","5","","","","52.4650442","-2.0856571",
"C W CAPITAL LIMITED","14926730","Active","Private limited company","","","","64209","Mill House Mill Lane Halesowen B63 3JP","B63 3JP","64","2023","6","9","","","","52.45202","-2.04378",
"SEVEN CAPITAL INVESTMENT LTD","14942625","Active","Private limited company","","","","68100","Trinity Point New Road Halesowen B63 3HY","B63 3HY","68","2023","6","18","","","","52.4510099","-2.05087",
"MATCH PROPERTY SERVICES LTD","15041601","Active","Private limited company","","","","68201","22 Thornhill Road Halesowen B63 1AU","B63 1AU","68","2023","8","1","","","","52.447827","-2.070328",
"DIAMOND MANAGEMENT SERVICES (2023) LIMITED","15078966","Active","Private limited company","","","","70229","3 Lyttleton Court Birmingham Street Halesowen B63 3HN","B63 3HN","70","2023","8","17","","","","52.449773","-2.049054",
"SHOE ADDICT HALESOWEN LTD","14818625","Active","Private limited company","","","","46160","84 Plaza Mall High Street Halesowen B63 3BA","B63 3BA","46","2023","4","21","","","","52.44926","-2.05065",
"ROWAN AUTOMOTIVE LTD","14820496","Active","Private limited company","","","","45190","33 Chapelhouse Lane Halesowen B63 2JN","B63 2JN","45","2023","4","22","","","","52.4592891","-2.0886287",
"NADEEMTM LTD","14829580","Active","Private limited company","","","","42110","29 Richmond Street Halesowen B63 4BB","B63 4BB","42","2023","4","26","","","","52.4519453","-2.0607682",
"KASS WOOD POLISHING SERVICES LIMITED","14830053","Active","Private limited company","","","","43341","55 Beecher Street Halesowen B63 2DP","B63 2DP","43","2023","4","26","","","","52.455912","-2.0830013",
"G THING LIMITED","14843944","Active","Private limited company","","","","82990","The Old Borough Hall 8 Borough Court Grammar School Lane Halesowen, West Midlands B63 3SW","B63 3SW","82","2023","5","3","","","","52.4520004","-2.0525531",
"MANNA PROPERTY MANAGEMENT LIMITED","15074471","Active","Private limited company","","","","98000","Maypole Fields Cradley Heath Halesowen B63 2QB","B63 2QB","98","2023","8","15","","","","52.467104600000006","-2.0995283999999996",
"EVERY CHILD NEEDS A MENTOR HOMES LIMITED","15087739","Active","Private limited company","","","","84120","Cradley Enterprise Centre Maypole Fields Halesowen B63 2QB","B63 2QB","84","2023","8","22","","","","52.467104600000006","-2.0995283999999996",
"KHALI EXOTICS LIMITED","14946083","Active","Private limited by guarantee without share capital","","","","46310","45 Parkside Road Halesowen B63 2DZ","B63 2DZ","46","2023","6","19","","","","52.4557492","-2.0794449",
"LA STEAG LTD","15012028","Active","Private limited company","","","","10710 47110 56103","133 Fairmile Road Halesowen B63 3PZ","B63 3PZ","10 47 56","2023","7","19","","","","52.4590686","-2.0604667999999995",
"AVISAVVY CONSULTING LTD","15016823","Active","Private limited company","","","","96090","Hales Court Stourbridge Rd Halesowen B63 3TT","B63 3TT","96","2023","7","20","","","","52.45096","-2.05285",
"MATCH FIT PROPERTY SERVICES LTD","15017197","Active","Private limited company","","","","68100 93110","3 St. Johns Road Halesowen B63 4HL","B63 4HL","68 93","2023","7","20","","","","52.45061","-2.07164",
"GREEKY BLINDERS LTD","15017480","Active","Private limited company","","","","56103","38 Dunstall Road Halesowen B63 1BD","B63 1BD","56","2023","7","20","","","","52.448429","-2.0754261",
"AUTOMOTIVE ACCIDENT REPAIRS LTD","15112963","Active","Private limited company","","","","45200","Unit 3 James Scott Road Halesowen B63 2QT","B63 2QT","45","2023","9","4","","","","52.46235","-2.09951",
"SIMPLY CLEAR LTD","15122417","Active","Private limited company","","","","38110","Hales Court Stourbridge Road Halesowen B63 3TT","B63 3TT","38","2023","9","7","","","","52.45096","-2.05285",
"STINCHCOMBE PROPERTY GROUP LIMITED","15142593","Active","Private limited company","","","","68100","47 Quarry Lane Halesowen B63 4PD","B63 4PD","68","2023","9","16","","","","52.44274","-2.060772",
"RAM LOCK LTD","14258668","Active","Private limited company","","","","80200","Hales Court Stourbridge Rd Halesowen B63 3TT","B63 3TT","80","2022","7","27","","","","52.45096","-2.05285",
"SLICE OF AMERICA LIMITED","14283274","Active","Private limited company","","","","56103","68 High Street Halesowen B63 3BA","B63 3BA","56","2022","8","8","","","","52.4491657","-2.0504479",
"AKF BUILDING SERVICES LTD","14329402","Active","Private limited company","","","","41202","Hales Court Stourbridge Rd Halesowen B63 3TT","B63 3TT","41","2022","9","1","","","","52.45096","-2.05285",
"BELGRAVECOACHING LTD","14373078","Active","Private limited company","","","","93199","61 Avon Road Halesowen B63 2NA","B63 2NA","93","2022","9","23","","","","52.4571834","-2.0902295",
"B S REGIS LIMITED","14601562","Active","Private limited company","","","","56101","205 Stourbridge Road Halesowen B63 3QX","B63 3QX","56","2023","1","18","","","","52.453814","-2.065097",
"SKY HOUSE RESTAURANT LIMITED","14459208","Active","Private limited company","","","","56102","4-5 Great Cornbow Great Cornbow Halesowen B63 3AB","B63 3AB","56","2022","11","2","","","","52.4479006","-2.0480719",
"WONYATO TRADE LIMITED","14632843","Active","Private limited company","","","","46190 46900 47910","19 Laurel Lane Halesowen B63 3DA","B63 3DA","46  47","2023","2","1","","","","52.446859","-2.051129",
"PREMIUM CARE PLUS LTD","14395464","Active","Private limited company","","","","78109 78200","Trinity Point New Road Halesowen B63 3HY","B63 3HY","78 ","2022","10","4","","","","52.4510099","-2.05087",
"PRETTY LITTLE PLACENTA LTD","13880766","Active","Private limited company","","","","86900","8 Laurel Lane Halesowen B63 3DA","B63 3DA","86","2022","1","30","","","","52.446859","-2.051129",
"CROWN PROPERTY DEVELOPMENTS LIMITED","14104375","Active","Private limited company","","","","41100","King Edward House 82 Stourbridge Road Halesowen B63 3UP","B63 3UP","41","2022","5","12","","","","52.45292388888889","-2.057268666666667",
"MARVEL CARPETS LTD","14142714","Active","Private limited company","","","","47530","66 Portsdown Road Halesowen B63 1HT","B63 1HT","47","2022","5","30","","","","52.4404339","-2.080472",
"SSMK LTD","14294447","Active","Private limited company","","","","56102","26 Summer Hill Halesowen B63 3BU","B63 3BU","56","2022","8","13","","","","52.4468997","-2.0509355",
"HALESOWEN BSW LIMITED","14302708","Active","Private limited company","","","","56103","5 Grammar School Lane Halesowen B63 3SW","B63 3SW","56","2022","8","17","","","","52.452005","-2.0525756",
"FROJIS LIMITED","14307903","Active","Private limited company","","","","41100","8-9 Earls Way Halesowen B63 3HR","B63 3HR","41","2022","8","19","","","","52.4517245","-2.0510722",
"ROUND V21 FASHION LTD","14327312","Active","Private limited company","","","","47710 47721 47820","D2 Maypole Fields Halesowen Cradley B63 2QB","B63 2QB","47  ","2022","8","31","","","","52.467104600000006","-2.0995283999999996",
"MILANO HOME IMPROVEMENT LTD","14337678","Active","Private limited company","","","","41202","67 Cherry Street Halesowen B63 3RQ","B63 3RQ","41","2022","9","5","","","","52.4562262","-2.0616244",
"YES TO THIS ADDRESS LIMITED","14382963","Active","Private limited company","","","","68100","10 Harvington Road Halesowen B63 4ND","B63 4ND","68","2022","9","28","","","","52.440015","-2.0659187",
"DECAS GROUP INVESTMENTS LIMITED","13947202","Active","Private limited company","","","","70100","9 High Leasowes Halesowen B63 4BN","B63 4BN","70","2022","3","1","","","","52.4503035","-2.0564898",
"I-INTERNATIONAL STUDY LTD","14319690","Active","Private limited company","","","","85600","50 Red Leasowes Road Halesowen B63 4SE","B63 4SE","85","2022","8","26","","","","52.4451664","-2.0595051",
"NATION ACCOMMODATIONS LTD","15315095","Active","Private limited company","","","","68209","3 Hampstead Glade Halesowen B63 3DZ","B63 3DZ","68","2023","11","28","","","","52.4447952","-2.0440805",
"YEARNER LIMITED","15330746","Active","Private limited company","","","","64209","224 Stourbridge Road Halesowen B63 3QP","B63 3QP","64","2023","12","6","","","","52.4549323","-2.067436",
"LAMIS PROPERTIES LTD","14027228","Active","Private limited company","","","","55209","8/9 Earls Way Halesowen B63 3HR","B63 3HR","55","2022","4","5","","","","52.4517245","-2.0510722",
"CAALMEDOG LTD","15346893","Active","Private limited company","","","","47760","9 Milestone Croft Halesowen B63 2JQ","B63 2JQ","47","2023","12","12","","","","52.4542577","-2.0839853",
"LLACHAR LIMITED","14025351","Active","Private limited company","","","","68100","Church Court Stourbridge Road Halesowen B63 3TT","B63 3TT","68","2022","4","5","","","","52.45096","-2.05285",
"ALPHA ZEEBRA LIMITED","13853225","Active","Private limited company","","","","43290","42 Lansdowne Road Hayley Green Halesowen B63 1BJ","B63 1BJ","43","2022","1","17","","","","52.4437272","-2.076222",
"RADIANT HEAT 360 LTD","14508339","Active","Private limited company","","","","62020","3 Lyttleton Court Birmingham Street Halesowen B63 3HN","B63 3HN","62","2022","11","27","","","","52.449773","-2.049054",
"VIBZ BAR AND GRILL LIMITED","14489502","Active","Private limited company","","","","56101 56210 56302","Flat 32 Tenbury House Highfield Lane Halesowen B63 4RN","B63 4RN","56  ","2022","11","16","","","","52.44649","-2.05616",
"ANDRUGEN LTD","15214265","Active","Private limited company","","","","47910","29 Chapel Street Halesowen B63 4RU","B63 4RU","47","2023","10","16","","","","52.4468934","-2.0575164",
"ACE WEALTH & DEVELOPMENTS LTD","14225101","Active","Private limited company","","","","70229","Church Court Stourbridge Road Halesowen B63 3TT","B63 3TT","70","2022","7","11","","","","52.45096","-2.05285",
"TNE MARKETING LIMITED","14110747","Active","Private limited company","","","","73120","71 George Road George Road Halesowen B63 4DF","B63 4DF","73","2022","5","16","","","","52.45329","-2.06578",
"MONASTERY ENTERTAINMENT CIC","15514104","Active","Private limited by guarantee without share capital","Community Interest Company (CIC)","","","85600 90020 93199","1 Heale Close Halesowen B63 2QL","B63 2QL","85 90 93","2024","2","22","","","","52.46547","-2.1015",
"SQUAR3D PROPERTY LIMITED","15514675","Active","Private limited company","","","","68209","60 Honeybourne Road Halesowen B63 3EY","B63 3EY","68","2024","2","22","","","","52.4471991","-2.0427179",
"LINKS ANALYSIS LTD","15538456","Active","Private limited company","","","","62020","25 The Longcroft Halesowen B63 4HJ","B63 4HJ","62","2024","3","4","","","","52.44987","-2.06989",
"KJF PLUMBING AND HEATING LIMITED","15498727","Active","Private limited company","","","","43220","70 Century Way Halesowen B63 2TQ","B63 2TQ","43","2024","2","17","","","","52.4627917","-2.0756403",
"ELEMENT45 LIMITED","14805977","Active","Private limited company","","","","70229","3 Lyttleton Court Birmingham Street Halesowen B63 3HN","B63 3HN","70","2023","4","15","","","","52.449773","-2.049054",
"VSM HEALTHCARE LIMITED","14644885","Active","Private limited company","","","","86220","Church Court Stourbridge Road Halesowen B63 3TT","B63 3TT","86","2023","2","7","","","","52.45096","-2.05285",
"THE OMBERSLEY CLINIC LTD","14644954","Active","Private limited company","","","","86220","Church Court Stourbridge Road Halesowen B63 3TT","B63 3TT","86","2023","2","7","","","","52.45096","-2.05285",
"EINCO ENTERPRISE LTD","15490013","Active","Private limited company","","","","73110","67 Dunstall Road Halesowen B63 1BD","B63 1BD","73","2024","2","14","","","","52.448429","-2.0754261",
"ROC TRADING LIMITED","15503424","Active","Private limited company","","","","46450 47789","8 Brookside Close Halesowen B63 1BX","B63 1BX","46 47","2024","2","19","","","","52.4494151","-2.0774619",
"YEMTEC LTD","15502858","Active","Private limited company","","","","46510","5 Cranmoor Crescent Halesowen B63 3TD","B63 3TD","46","2024","2","19","","","","52.4557228","-2.0565784",
"TALK OF THE TAN LTD","14125227","Active","Private limited company","","","","47190 96020","Cradley Enterprise Centre Maypole Fields Halesowen B63 2QB","B63 2QB","47 96","2022","5","23","","","","52.467104600000006","-2.0995283999999996",
"CRADLEY SELF STORE LIMITED","14614108","Active","Private limited company","","","","68209","Hales Court Stourbridge Road Halesowen B63 3TT","B63 3TT","68","2023","1","24","","","","52.45096","-2.05285",
"PLAN F LIMITED","15492506","Active","Private limited company","","","","82990","3 Lyttleton Court Birmingham Street Halesowen B63 3HN","B63 3HN","82","2024","2","15","","","","52.449773","-2.049054",
"WSA WHOLESALE LTD","14574256","Active","Private limited company","","","","46420","Nicklins Llp Stourbridge Road Halesowen B63 3TT","B63 3TT","46","2023","1","6","","","","52.45096","-2.05285",
"DLC HOMES LIMITED","13945855","Active","Private limited company","","","","68209","105 Bournes Hill Halesowen B63 4DZ","B63 4DZ","68","2022","3","1","","","","52.4510088","-2.0673313",
