"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"SUKHJINDER SAMRA LTD","14306529","Active","Private limited company","","","","43120","3 Junction Street South Oldbury B69 4TA","B69 4TA","43","2022","8","19","","","","52.4901648","-2.0137111",
"TIVIDALE RESIDENTIAL HOME LTD","14450450","Active","Private limited company","","","","87200","94 Tividale Road Tividale Oldbury B69 2LQ","B69 2LQ","87","2022","10","28","","","","52.514387","-2.0582274000000003",
"LUXURY DOLLZ DR LTD","14454772","Active","Private limited company","","","","79909 96090","9 Ludlow Close Tividale Oldbury B69 1AA","B69 1AA","79 96","2022","11","1","","","","52.5094669","-2.0576937",
"SKIN OF COLOUR AESTHETICS TRAINING ACADEMY LTD","14467978","Active","Private limited company","","","","85590 96020","38 Birmingham Street Oldbury B69 4DS","B69 4DS","85 96","2022","11","7","","","","52.5038918","-2.0158418",
"GARY JASON WINWOOD LTD","14496733","Active","Private limited company","","","","99999","121 Regent Road Tividale Oldbury B69 1RX","B69 1RX","99","2022","11","21","","","","52.5068096","-2.0564927",
"SOS WINDSCREEN LTD","14961684","Active","Private limited company","","","","45320 82990","4 Addington Way Tividale Oldbury B69 3LZ","B69 3LZ","45 82","2023","6","26","","","","52.5172338","-2.034393",
"REAL DEAL INC LTD","14972631","Active","Private limited company","","","","80100","32 Regent Drive Oldbury B69 1TH","B69 1TH","80","2023","6","30","","","","52.5101686","-2.0553280000000003",
"PHILO SOPHY BHAM LIMITED","14987253","Active","Private limited company","","","","46900 47510 47640 47910","Unit 25 Fountain Business Park The Fountain LaneOldbury Birmingham B69 3BH","B69 3BH","46 47  ","2023","7","7","","","","52.50894","-2.0164399",
"GEOPAUN LIMITED","14996239","Active","Private limited company","","","","53202","50 Ascot Close Oldbury B69 1HB","B69 1HB","53","2023","7","11","","","","52.4976859","-2.0281964",
"DELIJA PROPERTIES LIMITED","15000676","Active","Private limited company","","","","68100 68209","1 Gilbert Avenue Oldbury West Midlands B69 1PJ","B69 1PJ","68 ","2023","7","13","","","","52.5001055","-2.0475768",
"MILBURNGATE PHASE 2 LLP","OC448240","Active","Limited liability partnership","","",""," ","4 Birchley Estate Birchfield Lane Oldbury B69 1DT","B69 1DT","","2023","7","18","","","","52.492842","-2.025399",
"DAVID ORR LTD","14654439","Active","Private limited company","","","","41201","Flat 90 Darley House Wallace Close Oldbury B69 1HT","B69 1HT","41","2023","2","10","","","","52.49662","-2.03459",
"PROSPERED LIMITED","14674899","Active","Private limited company","","","","85520","17 Mehdi Road Oldbury B69 2GE","B69 2GE","85","2023","2","19","","","","52.50680033333333","-2.034287",
"META SIGN & PRINT LIMITED","14818435","Active","Private limited company","","","","13990","Unit 10 Fountain Lane Oldbury B69 3BH","B69 3BH","13","2023","4","21","","","","52.5088157","-2.0162365",
"SKILLS EXPLORER LTD","14831291","Active","Private limited company","","","","88910","22 Cotswold Close Oldbury B69 1FB","B69 1FB","88","2023","4","27","","","","52.4916956","-2.0278034",
"ALLASHOKSOLUTIONLLC.COM LTD","14844425","Active","Private limited company","","","","43999","33 Dudley Road West Oldbury B69 2HW","B69 2HW","43","2023","5","3","","","","52.513418","-2.0465999374999995",
"KNM BUSINESS CONSULTING LTD","14851308","Active","Private limited company","","","","70229","44 Red Lion Close Oldbury B69 1XF","B69 1XF","70","2023","5","7","","","","52.5085813","-2.0591413",
"BLB CONSTRUCTION LIMITED","14873753","Active","Private limited company","","","","41202","127 Borough Crescent Oldbury B69 1BB","B69 1BB","41","2023","5","16","","","","52.4894796","-2.0292296",
"FUTURE INNOVATE LTD","14600593","Active","Private limited company","","","","49410 52290 70229","Unit 3 Roway Lane Oldbury B69 3ES","B69 3ES","49 52 70","2023","1","18","","","","52.5114519","-2.0228169",
"REBUS EVENTS LTD","14622030","Active","Private limited company","","","","56210","25 Pine Road Tividale Oldbury B69 1TZ","B69 1TZ","56","2023","1","27","","","","52.5077675","-2.0553107",
"WASH ON-SITE LTD","14771786","Active","Private limited company","","","","81210 81221 81222 81299","125-127 Mckean Road Oldbury B69 4AQ","B69 4AQ","81   ","2023","3","31","","","","52.50571","-2.0124208",
"QUARX TRADE LIMITED","14787350","Active","Private limited company","","","","46420","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","46","2023","4","9","","","","52.5080098","-2.0429696",
"SILVER AMBITION LTD","14794246","Active","Private limited company","","","","47190","13 Park Close Tividale Oldbury B69 1NJ","B69 1NJ","47","2023","4","12","","","","52.5002026","-2.0420253",
"FREEDOM YEARNING LIMITED","15097123","Active","Private limited company","","","","46510 47429 47910","Unit 25 Fountain Business Park The Fountain Lane Birmingham B69 3BH","B69 3BH","46 47 ","2023","8","25","","","","52.50894","-2.0164399",
"VARIABLE VENDING LTD","15097872","Active","Private limited company","","","","47190","14 Ruby Drive Oldbury B69 1GD","B69 1GD","47","2023","8","25","","","","52.510233199999995","-2.0569394",
"A KEGOUM LTD","15097905","Active","Private limited company","","","","47990","Unit 1 Hainge Road Rividale Oldbury B69 2NR","B69 2NR","47","2023","8","26","","","","52.5111599","-2.0388099",
"RAAK PVT LTD","15115848","Active","Private limited company","","","","47990","71 Wheatsheaf Road Tividale Oldbury B69 1SL","B69 1SL","47","2023","9","5","","","","52.50462","-2.054175",
"WIREWISE SOLUTIONS LTD","15128730","Active","Private limited company","","","","43210","33 Alexandra Way Tividale Oldbury B69 2LX","B69 2LX","43","2023","9","10","","","","52.513759100000016","-2.06025146",
"ZD MAX LIMITED","15141577","Active","Private limited company","","","","56103","55 Wheatsheaf Road Tividale Oldbury B69 1SL","B69 1SL","56","2023","9","15","","","","52.50462","-2.054175",
"KAMATH MEDICAL 2023 LIMITED","15142226","Active","Private limited company","","","","86102 86210 86900","39 Campbell Bannerman Way Tividale Oldbury B69 3NE","B69 3NE","86  ","2023","9","15","","","","52.5149357","-2.0315257",
"SKILLDOOZLE LTD","15155853","Active","Private limited company","","","","88910","22 Cotswold Close Oldbury B69 1FB","B69 1FB","88","2023","9","22","","","","52.4916956","-2.0278034",
"GOOLD ESTATES (STOURPORT) LIMITED","15157075","Active","Private limited company","","","","68100","Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","68","2023","9","22","","","","52.50248471428571","-2.0258485714285714",
"N&C PROPERTY LIMITED","14880716","Active","Private limited company","","","","68209","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","68","2023","5","19","","","","52.50248471428571","-2.0258485714285714",
"UNIQ BY DESIGN LTD","14892802","Active","Private limited company","","","","53202 81300","305 Newbury Lane Oldbury B69 1JH","B69 1JH","53 81","2023","5","24","","","","52.4947195","-2.0381374",
"SIMPLY THE BEST CARE SOLUTIONS LIMITED","14900628","Active","Private limited company","","","","87900","Simply The Best Care Solutions Upper Floor 68 Tat Bank Road Oldbury B69 4NH","B69 4NH","87","2023","5","29","","","","52.4959534","-2.0055928",
"DHILLON MIDLANDS TRANSPORT LIMITED","14912247","Active","Private limited company","","","","42110 47110 49410","41 Twydale Avenue Tividale Oldbury B69 2HP","B69 2HP","42 47 49","2023","6","2","","","","52.5128291","-2.045804",
"GGSHOPPING4HOME LTD","14912808","Active","Private limited company","","","","47910","13 Hill Road Oldbury B69 2LN","B69 2LN","47","2023","6","4","","","","52.51332910000001","-2.0559482",
"MEHAKGMUA LIMITED","14923655","Active","Private limited company","","","","96020","113 Temple Way Tividale Oldbury B69 3JR","B69 3JR","96","2023","6","8","","","","52.5136108","-2.037083",
"CARLOS DANIEL LTD","14939746","Active","Private limited company","","","","43390","Flat 11 Radnall House Wallace Close Oldbury B69 1HN","B69 1HN","43","2023","6","16","","","","52.49617","-2.03422",
"RPD DELIVERY LTD","14947424","Active","Private limited company","","","","53202","50 Ascot Close Oldbury B69 1HB","B69 1HB","53","2023","6","20","","","","52.4976859","-2.0281964",
"ALINEA 33:3 LIMITED","14949904","Active","Private limited company","","","","62020 70229","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","62 70","2023","6","21","","","","52.49494","-2.027",
"INVESTIT VENTURES LIMITED","15028010","Active","Private limited company","","","","62012","Unit 5 Union Road Oldbury B69 3EX","B69 3EX","62","2023","7","25","","","","52.5128913","-2.0236115",
"SKB11 LTD","15049117","Active","Private limited company","","","","86900","6 Laburnum Croft Tividale B69 2HL","B69 2HL","86","2023","8","4","","","","52.515516","-2.0483199",
"RAMBRIDGE CONSTRUCTIONS LTD","15050877","Active","Private limited company","","","","23610","2 Crusader Close Oldbury B69 1EF","B69 1EF","23","2023","8","4","","","","52.4921022","-2.029786",
"EVERYDEAL VENTURES LTD","15063014","Active","Private limited company","","","","47910","95 Brades Rise Oldbury B69 2HG","B69 2HG","47","2023","8","10","","","","52.5061596","-2.0313912",
"HOUSE OF SPICES BAR & GRILL LTD","15069580","Active","Private limited company","","","","56101 56302","The George 34 Birmingham Road Oldbury B69 4EE","B69 4EE","56 ","2023","8","14","","","","52.50269516666666","-2.0096215",
"DIXON & BARKER LTD","15032844","Active","Private limited company","","","","56302","14 Sycamore Road Oldbury B69 4TD","B69 4TD","56","2023","7","27","","","","52.4877806","-2.0140634",
"MNV LAND & PROPERTY LTD","15074905","Active","Private limited company","","","","55900","42 Florence Road Oldbury B69 2DN","B69 2DN","55","2023","8","15","","","","52.5031914","-2.0292506",
"DYYNA SOLUTIONS LTD","15131373","Active","Private limited company","","","","70229 78300 85590","27 Century Road Oldbury B69 4AN","B69 4AN","70 78 85","2023","9","11","","","","52.5071805","-2.0133588",
"JAPANESE AUTO TRADE & TRANSPORT LTD","13824754","Active","Private limited company","","","","45112","Flat 13 Radnall House Wallace Close Oldbury B69 1HN","B69 1HN","45","2022","1","2","","","","52.49617","-2.03422",
"APOLLO SECURE TRANSPORT LTD","14055137","Active","Private limited company","","","","52290","Pure Offices Broadwell Road Oldbury B69 4BY","B69 4BY","52","2022","4","19","","","","52.50557305000001","-2.0044869000000003",
"DITTA SECURITY SERVICES LIMITED","14603616","Active","Private limited company","","","","80100","73 Fountain Lane Oldbury B69 3BH","B69 3BH","80","2023","1","19","","","","52.5088157","-2.0162365",
"FAST, CLEAN&SAFE LIMITED","14617892","Active","Private limited company","","","","49410","63 Birchfield Lane Oldbury B69 2AZ","B69 2AZ","49","2023","1","26","","","","52.4947139","-2.0202703",
"CHAMBERS MUSIK LTD","14913196","Active","Private limited company","","","","59200 90030","167 Newbury Lane Oldbury B69 1JA","B69 1JA","59 90","2023","6","5","","","","52.4947195","-2.0381374",
"DELISH DELIGHTS LTD","14919330","Active","Private limited company","","","","56102","15 Hartlebury Road Oldbury B69 1DF","B69 1DF","56","2023","6","6","","","","52.492613","-2.033874",
"SANGHA MOTORS LTD","14932808","Active","Private limited by guarantee without share capital","","","","45200","Unit 5 Tat Bank RoadAltec Industrial Estate Oldbury B69 4NP","B69 4NP","45","2023","6","13","","","","52.49794","-2.00876",
"EASY LET ESTATE AGENTS LTD","14777067","Active","Private limited company","","","","68209","6 Birmingham Road Oldbury B69 4ED","B69 4ED","68","2023","4","3","","","","52.50269516666666","-2.0096215",
"CARE & SUPPORT247 UK LTD","14821153","Active","Private limited company","","","","87300","20 Hollies Road Tividale Oldbury B69 1SX","B69 1SX","87","2023","4","23","","","","52.5056428","-2.0528173",
"BOSTIN OAK BARRELS LTD","14828110","Active","Private limited company","","","","31090","18 Harlech Close Tividale Oldbury B69 1TE","B69 1TE","31","2023","4","26","","","","52.510404199999996","-2.0580378",
"F&S PROPERTY MANAGEMENT SERVICES LTD","14840357","Active","Private limited company","","","","68209 68310","4 Campbell Bannerman Way Tividale Oldbury B69 3NE","B69 3NE","68 ","2023","5","2","","","","52.5149357","-2.0315257",
"TOYANT LIVING LTD","14848168","Active","Private limited company","","","","55100","36 Swan Crescent Oldbury B69 4QQ","B69 4QQ","55","2023","5","4","","","","52.4865667","-2.0205271",
"EVERYCARE RUGBY & WARWICKSHIRE LIMITED","14874258","Active","Private limited company","","","","88100","Unit 2 Houghton Street Oldbury B69 2BB","B69 2BB","88","2023","5","17","","","","52.495628","-2.0203579",
"DITZY LIMITED","14328758","Active","Private limited company","","","","73110","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","73","2022","8","31","","","","52.50248471428571","-2.0258485714285714",
"SABRINA DHAMI LIMITED","13859187","Active","Private limited company","","","","85600","71 Clay Lane Oldbury B69 4TH","B69 4TH","85","2022","1","19","","","","52.488498","-2.0142687",
"SVG DEVELOPMENT UK LTD","14910612","Active","Private limited company","","","","68100","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","68","2023","6","2","","","","52.50894","-2.0164399",
"ISAAC MARK LIMITED","15476112","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2024","2","9","","","","52.50248471428571","-2.0258485714285714",
"PISTON WORX LTD","15511654","Active","Private limited company","","","","47710","25 Hoylake Drive Tividale Oldbury B69 1QA","B69 1QA","47","2024","2","21","","","","52.5026161","-2.0558904",
"ARA PROPERTY SERVICES LIMITED","15509114","Active","Private limited company","","","","68209","141 Mckean Road Oldbury B69 4AG","B69 4AG","68","2024","2","20","","","","52.50571","-2.0124208",
"OLDBURY CARS LTD","14668532","Active","Private limited company","","","","45112","Oldbury Cars 14 Birmingham Road Oldbury B69 4ED","B69 4ED","45","2023","2","16","","","","52.50269516666666","-2.0096215",
"ALICEBEE VENTURES LTD","13886459","Active","Private limited company","","","","86900","9 Longbank Road Longbank Road Tividale Oldbury B69 1JY","B69 1JY","86","2022","2","1","","","","52.5041009","-2.039099",
"RICHWILL PROPERTIES LIMITED","14624894","Active","Private limited company","","","","68100","45 Peel Way Tividale Oldbury B69 3JX","B69 3JX","68","2023","1","30","","","","52.5136108","-2.037083",
"AS EURO LTD","15518872","Active","Private limited company","","","","31090","1 Ivy House Road Oldbury B69 1HJ","B69 1HJ","31","2024","2","24","","","","52.497013","-2.031722",
"ADELAR FACILITIES MANAGEMENT LTD","15052960","Active","Private limited company","","","","80100 81100","Suite 12 Fountain House Fountain Lane Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","80 81","2023","8","7","","","","52.50894","-2.0164399",
"R M S CONVINCE STORE LIMITED","14566185","Active","Private limited company","","","","47190","39 Dudley Road Oldbury B69 3DP","B69 3DP","47","2023","1","3","","","","52.508321","-2.025095",
"HOME ANGEL LTD","14112794","Active","Private limited company","","","","68100 68209","61 Trafalgar Road Tividale Oldbury B69 1RE","B69 1RE","68 ","2022","5","17","","","","52.5086071","-2.0472668",
"EMAD AUTOS LTD","15498351","Active","Private limited company","","","","45112","154 Darbys Hill Road Tividale Oldbury B69 1SQ","B69 1SQ","45","2024","2","17","","","","52.50229283333333","-2.048166666666667",
"PANAIT TRANSPORT LIMITED","14161949","Active","Private limited company","","","","49410","32 Queen Street Oldbury B69 4DQ","B69 4DQ","49","2022","6","9","","","","52.5038918","-2.0158418",
"BARBARA ANN BYRON LIMITED","14705666","Active","Private limited company","","","","99999","252 New Birmingham Road Tividale Oldbury B69 2JZ","B69 2JZ","99","2023","3","5","","","","52.512866800000005","-2.0597274",
"8IGHT GROUP LIMITED","15553795","Active","Private limited company","","","","18129","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","18","2024","3","11","","","","52.49494","-2.027",
"MC 1STOP SERVICES LIMITED","14610595","Active","Private limited company","","","","46341","Unit 4 Tat Bank Road Oldbury B69 4NB","B69 4NB","46","2023","1","23","","","","52.4953009","-2.0039499",
"B&J TRANSPORT LIMITED","14599865","Active","Private limited company","","","","49410","18 Addington Way Tividale Oldbury B69 3LZ","B69 3LZ","49","2023","1","18","","","","52.5172338","-2.034393",
"WARLEY WASPS LTD","15548318","Active","Private limited by guarantee without share capital","","","","93199","92 Tower Road Tividale Oldbury B69 1NH","B69 1NH","93","2024","3","8","","","","52.503577","-2.034838",
"THE LITTLE ROBINS CARE SERVICES LIMITED","14653422","Active","Private limited company","","","","86900","14 Linden Avenue Tividale Oldbury B69 1JX","B69 1JX","86","2023","2","9","","","","52.5042014","-2.0376009",
"WSAZXDSAQ LTD","15549705","Active","Private limited company","","","","42110","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","42","2024","3","9","","","","52.5080098","-2.0429696",
"NERDVSD LIMITED","15549502","Active","Private limited company","","","","46170 46342 46390","34 Barnett Street Tividale Oldbury B69 2LH","B69 2LH","46  ","2024","3","9","","","","52.51374552173913","-2.0591424782608696",
"JHBCMANDKJ LTD","15550172","Active","Private limited company","","","","30910","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","30","2024","3","9","","","","52.5080098","-2.0429696",
"AVTAR CARGO LTD","15552239","Active","Private limited company","","","","49410","21 Speakers Close Tividale Oldbury B69 1UX","B69 1UX","49","2024","3","10","","","","52.5037039","-2.0491664",
"ZXZMNCBJKSA LTD","15552660","Active","Private limited company","","","","45111","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","45","2024","3","11","","","","52.5080098","-2.0429696",
"RAZOR BARBER 164 LTD","15550778","Active","Private limited company","","","","96020","164 Birmingham Road Oldbury B69 4EH","B69 4EH","96","2024","3","9","","","","52.502424","-2.00298",
"BARS (COMMERCIAL) LTD","14170187","Active","Private limited company","","","","56302","3 Redwood Drive Tividale Oldbury B69 2HY","B69 2HY","56","2022","6","14","","","","52.5151117","-2.0476327",
"MNXAKJSKHD LTD","15551908","Active","Private limited company","","","","45400","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","45","2024","3","10","","","","52.5080098","-2.0429696",
"DSFRGDFBFBD LTD","15552543","Active","Private limited company","","","","29320","95 Poplar Avenue Tividale Oldbury B69 1RN","B69 1RN","29","2024","3","11","","","","52.5080098","-2.0429696",
"SHALOM BOUTIQUE LIMITED","14709300","Active","Private limited company","","","","47710 47721","23 Dudley Road West Tividale Oldbury 23 Dudley Road West Tividale Oldbury B69 2HW","B69 2HW","47 ","2023","3","6","","","","52.5137555","-2.0445013",
"MED XB LIMITED","14191529","Active","Private limited company","","","","64209","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","64","2022","6","23","","","","52.50248471428571","-2.0258485714285714",
"RAMSTER2024. LTD","15582573","Active","Private limited company","","","","87100","12 Peel Way Tividale Oldbury B69 3JU","B69 3JU","87","2024","3","21","","","","52.5136108","-2.037083",
"PROPERTYASSISTSOLUTIONS LTD","14151237","Active","Private limited company","","","","68209","14 Ruby Drive Oldbury B69 1GD","B69 1GD","68","2022","6","6","","","","52.510233199999995","-2.0569394",
"PEAK PERFORMANCE TRADING LTD","14711445","Active","Private limited company","","","","47910","Unit 8d Oldbury Point Rood End Road Oldbury B69 4HT","B69 4HT","47","2023","3","7","","","","52.4975978","-2.0009541",
"OH SOO SOCIAL LTD","14202317","Active","Private limited company","","","","73110 73120","Crowe U.K. Llp Rounds Green Road Oldbury B69 2DG","B69 2DG","73 ","2022","6","28","","","","52.50221","-2.02121",
"MEER CORPORATION LIMITED","15505306","Active","Private limited company","","","","58190","71 Wheatsheaf Road Tividale Oldbury B69 1SL","B69 1SL","58","2024","2","19","","","","52.50462","-2.054175",
"QT GAMES LIMITED","14666764","Active","Private limited company","","","","77400","Unit 2 Anglo African Industrial Park Union Road Oldbury B69 3EX","B69 3EX","77","2023","2","16","","","","52.51385","-2.02336",
"JAMES FREEMAN AUTODOC LTD","15507232","Active","Private limited company","","","","33170 49410 95220","Flat 9 The Moorings Oldbury B69 2DD","B69 2DD","33 49 95","2024","2","20","","","","52.5069815","-2.0269453",
"EVOLVE PLUS HEALTHCARE LTD","14637819","Active","Private limited company","","","","86101 87100 87200 87300","75 Ascot Close Oldbury Birmingham B69 1HA","B69 1HA","86 87  ","2023","2","3","","","","52.49807","-2.02781",
"D NAILS LTD","14659912","Active","Private limited company","","","","96020","12 Birmingham Street Oldbury B69 4DS","B69 4DS","96","2023","2","13","","","","52.5038918","-2.0158418",
"SPRING MEADOW ESTATES LTD","14725814","Active","Private limited company","","","","01470 01500 08110 68100","50 Birmingham Street Oldbury B69 4DZ","B69 4DZ","01  08 68","2023","3","13","","","","52.50300745454545","-2.0133449999999997",
"E & M PROPERTIES (MIDLANDS) LIMITED","13940494","Active","Private limited company","","","","68209","Asc Scaffolding Yard Parsonage Street Oldbury West Midlands B69 4PH","B69 4PH","68","2022","2","25","","","","52.4993399","-2.00616",
"ELITE SIGNS & PRINT LTD","15475327","Active","Private limited company","","","","18129","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","18","2024","2","9","","","","52.50894","-2.0164399",
"MSN FOODS BIRMINGHAM LTD","15475374","Active","Private limited company","","","","56101","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","56","2024","2","9","","","","52.50894","-2.0164399",
"GSN JEWELLER LTD","15475379","Active","Private limited company","","","","47770","Unit 11 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","47","2024","2","9","","","","52.50894","-2.0164399",
"A. CLARKE & CO. (SMETHWICK) HOLDINGS LIMITED","15160112","Active","Private limited company","","","","64209","Head Office Station Road Oldbury B69 4LU","B69 4LU","64","2023","9","23","","","","52.49248","-2.01252",
"HUNTSMAN COCKTAIL BAR LIMITED","14716472","Active","Private limited company","","","","55100 56101","157a City Road New Birmingham Road Tividale Oldbury B69 1QP","B69 1QP","55 56","2023","3","8","","","","52.5073827","-2.0406669",
"FOSTER MOHAMMED SOLICITORS LIMITED","14465060","Active","Private limited company","","","","69102","Pure Offices Broadwell Road Oldbury B69 4BY","B69 4BY","69","2022","11","7","","","","52.50557305000001","-2.0044869000000003",
"NAZDACO E-COMMERCE LTD","14136889","Active","Private limited company","","","","47910","81 Birch House Joseph Street, Oldbury B69 2AQ","B69 2AQ","47","2022","5","27","","","","52.49557","-2.02298",
"SYNERGIE MOTORS LIMITED","15575979","Active","Private limited company","","","","45112","1 Red Lion Close Oldbury B69 1TP","B69 1TP","45","2024","3","19","","","","52.510404199999996","-2.0580378",
"PROFESSIONALS PROPERTY SERVICES LTD","14685217","Active","Private limited company","","","","41202","19 Keir Hardie Walk Tividale Oldbury B69 3LN","B69 3LN","41","2023","2","23","","","","52.5127671","-2.0340165",
"TRIPLE A LAW LIMITED","13961222","Active","Private limited company","","","","69109","182 Oakham Road Tividale Oldbury B69 1PY","B69 1PY","69","2022","3","7","","","","52.503467","-2.0579467",
"AMILUXE LTD","15544732","Active","Private limited company","","","","68209","113 Regent Road Tividale Oldbury B69 1RX","B69 1RX","68","2024","3","6","","","","52.5068096","-2.0564927",
"BETTERWORK LTD","14567147","Active","Private limited company","","","","78200","56 Wallace Road Oldbury B69 1HH","B69 1HH","78","2023","1","3","","","","52.4974992","-2.0346738",
"LM JACKSON PROPERTIES LTD","14682224","Active","Private limited company","","","","68100 68209 68320","43 Wallace Road Oldbury B69 1HH","B69 1HH","68  ","2023","2","22","","","","52.497013","-2.031722",
"BLESSED COMMUNITY CARE LTD","14719312","Active","Private limited company","","","","86900","4 Campbell Bannerman Way Tividale Oldbury B69 3NE","B69 3NE","86","2023","3","9","","","","52.5149357","-2.0315257",
"WHOLESOME SOLUTION LTD","14093186","Active","Private limited company","","","","47910","102 Shinwell Crescent Tividale Oldbury B69 3LQ","B69 3LQ","47","2022","5","9","","","","52.5126575","-2.0331368",
"JACKSON LEE STEPHEN LIMITED","14725628","Active","Private limited company","","","","47990","First Floor Black Country House Rounds Green Road Oldbury B69 2DG","B69 2DG","47","2023","3","13","","","","52.50248471428571","-2.0258485714285714",
"RICHARD TRANSPORT LTD","14210581","Active","Private limited company","","","","49410","126 Titford Road Birmingham B69 4QE","B69 4QE","49","2022","7","3","","","","52.488597909090906","-2.0183183636363635",
"GILL PROPERTIES ESTATE LTD","14473930","Active","Private limited company","","","","68100 68209","Parsonage Street Oldbury B69 4PH","B69 4PH","68 ","2022","11","9","","","","52.4995163","-2.0064077",
"TORERSALE LIMITED","15586155","Active","Private limited company","","","","47820","68 Churchbridge Oldbury B69 2AS","B69 2AS","47","2024","3","23","","","","52.4992772","-2.0189458",
"HAAT MIDLANDS LIMITED","15588288","Active","Private limited company","","","","41202","Unit 6 Fountain Business Park Fountain Lane Oldbury B69 3BH","B69 3BH","41","2024","3","23","","","","52.50894","-2.0164399",
"GX GEM GROUP LIMITED","14246566","Active","Private limited company","","","","64209","Unit 9 Union Road Anglo African Industrial Estate Oldbury B69 3EX","B69 3EX","64","2022","7","20","","","","52.5147439","-2.0239843",
"TIVI ALE LTD","14772430","Active","Private limited company","","","","46170 46390 47110","46-47 Regent Road Tividale Oldbury B69 1TL","B69 1TL","46  47","2023","3","31","","","","52.509661","-2.056151",
"D NAILS & SPA LTD","15594517","Active","Private limited company","","","","96020","12 Birmingham Street Oldbury B69 4DS","B69 4DS","96","2024","3","26","","","","52.5038918","-2.0158418",
"TEAM WORK DRC LTD","14730257","Active","Private limited company","","","","87300","10 Rydal House 4 Badsey Road Oldbury B69 1DA","B69 1DA","87","2023","3","14","","","","52.4929216","-2.0353255",
"AL RAHEEM LIMITED","14893078","Active","Private limited company","","","","56103","12 Unity Place Oldbury B69 4DB","B69 4DB","56","2023","5","24","","","","52.503525857142854","-2.014064",
"SOUL REVIVAL LTD","14015413","Active","Private limited company","","","","93290","24 Broad Street Oldbury B69 4SF","B69 4SF","93","2022","3","31","","","","52.491594","-2.012697",
"8IGHT PLUS LIMITED","13897757","Active","Private limited company","","","","18129","3b Swallowfield Courtyard Wolverhampton Road Oldbury West Midlands B69 2JG","B69 2JG","18","2022","2","7","","","","52.49494","-2.027",
"CAPITAL ENERGY SOLUTIONS LTD","15601715","Active","Private limited company","","","","62020","10 Uncle Bens Close Oldbury B69 4TU","B69 4TU","62","2024","3","28","","","","52.48821","-2.01669",
"RITZ KAMAT LIMITED","14201706","Active","Private limited company","","","","74909","83 Bhullar Way Oldbury B69 2GJ","B69 2GJ","74","2022","6","28","","","","52.50680033333333","-2.034287",
"BS SANDHU BUILDERS LTD","14454651","Active","Private limited company","","","","41202","59 Callaghan Drive Tividale Oldbury B69 3NG","B69 3NG","41","2022","11","1","","","","52.5179829","-2.0400753",
"ON CALL EYECARE LTD","14731553","Active","Private limited company","","","","47782 47910 62090 86900","61 Trafalgar Road Tividale Oldbury B69 1RE","B69 1RE","47  62 86","2023","3","15","","","","52.5086071","-2.0472668",
"MOTHERLANDGAMES LTD","14763972","Active","Private limited company","","","","62012","53 Harry Price House Oldbury B69 1EQ","B69 1EQ","62","2023","3","28","","","","52.49248","-2.03455",
"UK HOME IMPROVEMENTS LTD","15473345","Active","Private limited company","","","","41100 41202","Bank Building Langley High Street Oldbury B69 4SN","B69 4SN","41 ","2024","2","7","","","","52.491594","-2.012697",
"WEST MIDS TRADER LTD","14275192","Active","Private limited company","","","","45112","35a Church Street Oldbury B69 3AG","B69 3AG","45","2022","8","3","","","","52.50523933333333","-2.0155003333333332",
"S&S SUPPLIERS LIMITED","14762278","Active","Private limited company","","","","46900","121 121 Birchley Island, Birchfield Lane Oldbury B69 1DT","B69 1DT","46","2023","3","27","","","","52.49291625","-2.02544015",
"DKEASTWOOD COMMERCIAL LIMITED","14275978","Active","Private limited company","","","","45200","3 Alexandra Way Tividale Oldbury B69 2LX","B69 2LX","45","2022","8","4","","","","52.513759100000016","-2.06025146",
"WHYTE GLOBAL LIMITED","14766611","Active","Private limited company","","","","70229 86900","8 Ascot Walk Oldbury B69 1HD","B69 1HD","70 86","2023","3","29","","","","52.4990375","-2.0281264",
