"company_name","company_number","company_status","company_type","company_subtype","removed_date","registered_date","nature_of_business","registered_office_address","postcode","sectorCodes","incorporation_year","incorporation_month","incorporation_day","dissolution_year","dissolution_month","dissolution_day","Latitude","Longitude"
"CITY SPACE BRISTOL LTD","13159859","Active","Private limited company","","","","68100 68209","149 Spon Lane West Bromwich B70 6AS","B70 6AS","68 ","2021","1","26","","","","52.51513893617023","-1.9920717021276595",
"RAW POWER DOG NUTRITION AND ACCESSORIES LTD","13722979","Active","Private limited company","","","","47760","149 Spon Lane West Bromwich B70 6AS","B70 6AS","47","2021","11","4","","","","52.51513893617023","-1.9920717021276595",
"CAKE INN WEST BROMWICH LIMITED","13592386","Active","Private limited company","","","","10710","138 High Street West Bromwich B70 6JJ","B70 6JJ","10","2021","8","30","","","","52.515262","-1.988503",
"AHP ENTERPRISE UK LTD","13640106","Active","Private limited company","","","","47110","4 Livingstone Road West Bromwich B70 7HZ","B70 7HZ","47","2021","9","23","","","","52.513474","-2.003907",
"JHS TRANSPORT LTD","13657268","Active","Private limited company","","","","49410","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49","2021","10","1","","","","52.51513893617023","-1.9920717021276595",
"EAGLE COURIER SERVICES LTD","13660853","Active","Private limited company","","","","49410","4 Cape Street West Bromwich B70 0HB","B70 0HB","49","2021","10","4","","","","52.53744759999999","-2.0145868000000005",
"FATEH DHILLON TRANSPORT LIMITED","13693285","Active","Private limited company","","","","49410","97 Ardav Road West Bromwich B70 0RA","B70 0RA","49","2021","10","20","","","","52.53792828571428","-2.0147872857142857",
"HSUELECTRICALSERVICES LTD","13699577","Active","Private limited company","","","","43210","149 Spon Lane West Bromwich B70 6AS","B70 6AS","43","2021","10","22","","","","52.51513893617023","-1.9920717021276595",
"COMBI HOLDINGS LIMITED","13690399","Active","Private limited company","","","","64209","238 Oldbury Road West Bromwich B70 9BJ","B70 9BJ","64","2021","10","20","","","","52.5125775","-2.0179323",
"ACCORDIAL HOLDINGS LIMITED","13552992","Active","Private limited company","","","","64209","Ash And Lacy House Bromford Lane West Bromwich B70 7JJ","B70 7JJ","64","2021","8","6","","","","52.509227","-2.011782",
"ASH & LACY AUTOMOTIVE HOLDINGS LIMITED","13552947","Active","Private limited company","","","","64209","Ash And Lacy House Bromford Lane West Bromwich B70 7JJ","B70 7JJ","64","2021","8","6","","","","52.509227","-2.011782",
"HIGH STREET SHIRLEY PROJECTS LIMITED","13704784","Active","Private limited company","","","","41100","Cygnus Point Black Country New Road West Bromwich B70 0BD","B70 0BD","41","2021","10","26","","","","52.52931","-2.01965",
"KHAIRA STUDIO LTD","13731556","Active","Private limited company","","","","96020","103 High Street West Bromwich B70 6NZ","B70 6NZ","96","2021","11","9","","","","52.515356999999995","-1.9878754285714284",
"SECOND CITY AUTO PARTS & ACCESSORIES LIMITED","13567885","Active","Private limited company","","","","47799","Raymonds Accountants Victoria Street West Bromwich B70 8ET","B70 8ET","47","2021","8","16","","","","52.5184465","-1.9969708750000001",
"ADORE AESTHETICS LTD","13574864","Active","Private limited company","","","","96020","149 Spon Lane West Bromwich B70 6AS","B70 6AS","96","2021","8","19","","","","52.51513893617023","-1.9920717021276595",
"SS PORTFOLIOS LTD","13575489","Active","Private limited company","","","","68100 68209","149 Spon Lane West Bromwich B70 6AS","B70 6AS","68 ","2021","8","19","","","","52.51513893617023","-1.9920717021276595",
"ASH & LACY SOLUTIONS HOLDINGS LIMITED","13576504","Active","Private limited company","","","","64209","Ash And Lacy House Bromford Lane West Bromwich B70 7JJ","B70 7JJ","64","2021","8","20","","","","52.509227","-2.011782",
"HBJ TRANSPORT LTD","13607522","Active","Private limited company","","","","49410","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49","2021","9","7","","","","52.51513893617023","-1.9920717021276595",
"TOLLGATE TILES LIMITED","11661099","Active","Private limited company","","","","47190","28/32 High Street West Bromwich B70 6JT","B70 6JT","47","2018","11","6","","","","52.512641599999995","-1.9870612",
"TAX TELLER LTD","13414673","Active","Private limited company","","","","69201 69202 69203","Unit 3 Victoria Court 6 Victoria Street West Bromwich B70 8ET","B70 8ET","69  ","2021","5","21","","","","52.518459","-1.997006",
"ALFZERG LIMITED","13433440","Active","Private limited company","","","","86900","1st Floor 180 Birmingham Road West Bromwich B70 6QG","B70 6QG","86","2021","6","2","","","","52.51145492307693","-1.9795455384615381",
"LEINSTER PRODUCTIONS LTD","13446382","Active","Private limited company","","","","59200 74203","149 Spon Lane West Bromwich B70 6AS","B70 6AS","59 74","2021","6","9","","","","52.51513893617023","-1.9920717021276595",
"RAL SPLASHBACKS LTD","13365708","Active","Private limited company","","","","47520","4 Watton Street West Bromwich B70 7BP","B70 7BP","47","2021","4","29","","","","52.5128517","-1.9939403",
"APNA PUNJAB STORE LTD","13265344","Active","Private limited company","","","","47110","160 High Street West Bromwich B70 7QU","B70 7QU","47","2021","3","15","","","","52.518371","-1.993909",
"C & T ELECTRICAL LIMITED","13041469","Active","Private limited company","","","","43210","Sma House 172 Birmingham Road West Bromwich B70 6QG","B70 6QG","43","2020","11","24","","","","52.51145492307693","-1.9795455384615381",
"ANGELIC FOODS LTD","13109849","Active","Private limited company","","","","47190","26-28 Carters Green West Bromwich B70 9LW","B70 9LW","47","2021","1","4","","","","52.523922","-2.004289",
"LOGOS DEVELOPMENT LIMITED","10882154","Active","Private limited company","","","","41202 62012 68100 85600","5 Brandon Close West Bromwich B70 8JR","B70 8JR","41 62 68 85","2017","7","25","","","","52.5150869","-2.0106974",
"M V MOBILE SERVICE LTD","10446811","Active","Private limited company","","","","96090","149 Spon Lane West Bromwich B70 6AS","B70 6AS","96","2016","10","26","","","","52.51513893617023","-1.9920717021276595",
"GREGORIO LTD","9213020","Active","Private limited company","","","","49410","6 Poultney Street West Bromwich B70 0LD","B70 0LD","49","2014","9","10","","","","52.5362521","-2.0175126",
"LUCKAS TRANSPORT LTD","10397130","Active","Private limited company","","","","49410","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49","2016","9","27","","","","52.51513893617023","-1.9920717021276595",
"UTOPIA123 LTD","9719755","Active","Private limited company","","","","49410","186 Hill Top West Bromwich B70 0SD","B70 0SD","49","2015","8","5","","","","52.54027161904762","-2.0130131904761903",
"SPEEDFAB MIDLANDS LIMITED","7554845","Active","Private limited company","","","","25990","Unit 10 Bromford Road Industrial Estate Credenda Road West Bromwich B70 7JE","B70 7JE","25","2011","3","8","","","","52.51018","-2.0132",
"CCL TRANSPORT LTD","8572596","Active","Private limited company","","","","49410","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49","2013","6","17","","","","52.51513893617023","-1.9920717021276595",
"KOSTAS CONSTRUCTIONS LTD","11821722","Active","Private limited company","","","","41202","149 Spon Lane West Bromwich B70 6AS","B70 6AS","41","2019","2","12","","","","52.51513893617023","-1.9920717021276595",
"URJAA TECHNOLOGIES LTD","7398912","Active","Private limited company","","","","62020","149 Spon Lane West Bromwich B70 6AS","B70 6AS","62","2010","10","6","","","","52.51513893617023","-1.9920717021276595",
"FENTON SERVICES (UK) LTD","9127172","Active","Private limited company","","","","42990","79 Birmingham Road West Bromwich B70 6PX","B70 6PX","42","2014","7","11","","","","52.5126308","-1.9832802",
"MANI TRANSPORT LTD","12154932","Active","Private limited company","","","","49410 53201","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49 53","2019","8","14","","","","52.51513893617023","-1.9920717021276595",
"SARBIES DINER LIMITED","10843936","Active","Private limited company","","","","56103","149 Spon Lane West Bromwich B70 6AS","B70 6AS","56","2017","6","30","","","","52.51513893617023","-1.9920717021276595",
"ELITE MAINTENANCE ENGINEERING SERVICES LIMITED","12270534","Active","Private limited company","","","","71129","56 Oldbury Road West Bromwich B70 9DZ","B70 9DZ","71","2019","10","18","","","","52.51842042105263","-2.021546052631579",
"S WILLIAMS SERVICE LIMITED","12272968","Active","Private limited company","","","","86102","9 Norbury Road West Bromwich B70 0HR","B70 0HR","86","2019","10","21","","","","52.536246000000006","-2.0143370000000003",
"TIMEBRAID LIMITED","2930170","Active","Private limited company","","","","47820","Unit 1 Thomas Street West Bromwich B70 6LY","B70 6LY","47","1994","5","18","","","","52.51453915384615","-1.988325307692308",
"JL & C PROPERTIES LTD","10030502","Active","Private limited company","","","","68209 70100","56-58 Hill Top West Bromwich B70 0PU","B70 0PU","68 70","2016","2","27","","","","52.535643125","-2.011174",
"E T & H LOGISTICS LIMITED","11093668","Active","Private limited company","","","","49410 70100","56-58 Hill Top West Bromwich B70 0PU","B70 0PU","49 70","2017","12","4","","","","52.535643125","-2.011174",
"EVITTS TRANSPORT LTD","7208306","Active","Private limited company","","","","49410 70100","56-58 Hill Top West Bromwich B70 0PU","B70 0PU","49 70","2010","3","30","","","","52.535643125","-2.011174",
"STANFORD INDUSTRIAL CONCRETE FLOORING LIMITED","2470129","Active","Private limited company","","","","43999","5 Richmond Street South West Bromwich West Midlands B70 0DG","B70 0DG","43","1990","2","14","","","","52.5306858","-2.0266787",
"PUNJAB TOURS LTD","12406253","Active","Private limited company","","","","79110","3 Bells Moor Road West Bromwich B70 0JR","B70 0JR","79","2020","1","15","","","","52.5352752","-2.014429",
"SHAUN'S AUTO'S LIMITED","6484217","Active","Private limited company","","","","45200","Unit 2 Belper Enterprise Park Greets Green Road West Bromwich B70 9EN","B70 9EN","45","2008","1","25","","","","52.520442888888894","-2.022599555555556",
"5 STARS TRANSPORT LTD","13423697","Active","Private limited company","","","","49410","149 Spon Lane West Bromwich B70 6AS","B70 6AS","49","2021","5","27","","","","52.51513893617023","-1.9920717021276595",
"PINOY EXPRESS LTD","12031680","Active","Private limited company","","","","46170","52a Pemberton Road West Bromwich B70 0JH","B70 0JH","46","2019","6","4","","","","52.5352752","-2.014429",
"SARAM HOTELS SKEGNESS LTD","12427601","Active","Private limited company","","","","55100","24 Freda Road West Bromwich B70 6EG","B70 6EG","55","2020","1","27","","","","52.508092777777776","-1.989637111111111",
"BELLCLIFFE ENGINEERING LIMITED","10193145","Active","Private limited company","","","","25990","Unit 16 Izons Industrial Estate Oldbury Road West Bromwich B70 9BS","B70 9BS","25","2016","5","21","","","","52.51188","-2.01639",
"AIR INDUSTRIAL DEVELOPMENTS LIMITED","3522785","Active","Private limited company","","","","27900","Union Street West Bromwich B70 6DB","B70 6DB","27","1998","3","6","","","","52.5074647","-1.9880144",
"SECURITY AND HOMEWORKS LIMITED","8526088","Active","Private limited company","","","","41202 43390 68100 68209","119 Kelvin Way West Bromwich B70 7LD","B70 7LD","41 43 68 ","2013","5","13","","","","52.518611","-1.993772",
"JH CAPITAL HOLDINGS LIMITED","12464667","Active","Private limited company","","","","64209","452 High Street West Bromwich B70 9LD","B70 9LD","64","2020","2","14","","","","52.5235988","-2.0030318",
"AMS FOODS LIMITED","6934875","Active","Private limited company","","","","46310","78 Edward Street West Bromwich B70 8NU","B70 8NU","46","2009","6","16","","","","52.5185846","-1.997878",
"MY WORLD ESTATES UK LTD","13190029","Active","Private limited company","","","","68100 68209 68310","126 High Street West Bromwich B70 6JW","B70 6JW","68  ","2021","2","9","","","","52.515262","-1.988503",
"HEALTH & BEAUTY SHOPPING LIMITED","5511669","Active","Private limited company","","","","47990","9 Swan Lane Industrial Estate Swan Lane West Bromwich B70 0NU","B70 0NU","47","2005","7","18","","","","52.52834299999999","-2.014182153846154",
"AMRIT BUILDERS LIMITED","13476235","Active","Private limited company","","","","43210 43220 43390 96090","33 Florence Road West Bromwich B70 6LG","B70 6LG","43   96","2021","6","24","","","","52.512421","-1.9853391999999999",
"SANDWELL CAR AND COMMERCIAL LIMITED","11768630","Active","Private limited company","","","","45112","149 Spon Lane West Bromwich B70 6AS","B70 6AS","45","2019","1","15","","","","52.51513893617023","-1.9920717021276595",
"MILLBANK PROPERTY DEVELOPMENTS LIMITED","4666228","Active","Private limited company","","","","68209","9 Swan Lane Industrial Estate Swan Lane West Bromwich B70 0NU","B70 0NU","68","2003","2","13","","","","52.52834299999999","-2.014182153846154",
"LIME HEALTHCARE SUPPORT LIMITED","10694652","Active","Private limited company","","","","96090","1st Floor 100 High Street West Bromwich B70 6JW","B70 6JW","96","2017","3","28","","","","52.515262","-1.988503",
"HR INVESTMENT PROPERTIES MIDLANDS LTD","12431647","Active","Private limited company","","","","68100 68209","149 Spon Lane West Bromwich B70 6AS","B70 6AS","68 ","2020","1","29","","","","52.51513893617023","-1.9920717021276595",
"SUNNY COFFEE HOUSE LIMITED","7041773","Active","Private limited company","","","","47110","Mall Caffe Kings Square Sandwell Centre West Bromwich B70 7NW","B70 7NW","47","2009","10","14","","","","52.517458","-1.993292",
"HARDIAL SINGH BAL LTD","11388379","Active","Private limited company","","","","49410","34 The Bantocks West Bromwich B70 0PA","B70 0PA","49","2018","5","30","","","","52.53107044444445","-2.0071484999999996",
"AH OPTICAL LIMITED","11438076","Active","Private limited company","","","","86900","17 Turton Road West Bromwich B70 8LA","B70 8LA","86","2018","6","28","","","","52.520580571428575","-1.9970059285714288",
"IDEAL PROPERTIES GROUP LTD","13212951","Active","Private limited company","","","","98000","42 St. Vincent Crescent West Bromwich B70 0LQ","B70 0LQ","98","2021","2","19","","","","52.5345554","-2.0197986",
"NUHALUBI LIMITED","9133589","Active","Private limited company","","","","86102","14 Wellington Street South West Bromwich B70 9AD","B70 9AD","86","2014","7","16","","","","52.5241885","-1.9986846",
"FRETFOIL LIMITED","1152519","Active","Private limited company","","","","22220 82920","13-15 Bromford Park Estate Cornwallis Road Off Bromford Road West Bromwich B70 9BY","B70 9BY","22 82","1973","12","19","","","","52.51169","-2.01354",
"KPSK LIMITED","13426732","Active","Private limited company","","","","56103","289a High Street West Bromwich B70 8ND","B70 8ND","56","2021","5","28","","","","52.519046333333335","-1.9944375555555556",
"GREEN SUSTAINABLE DEVELOPMENTS LIMITED","13773488","Active","Private limited company","","","","68100","149 Spon Lane West Bromwich B70 6AS","B70 6AS","68","2021","11","30","","","","52.51513893617023","-1.9920717021276595",
"RYANM TBT LTD","10367047","Active","Private limited company","","","","56103","12 New Street West Bromwich Ringway West Bromwich B70 7PN","B70 7PN","56","2016","9","9","","","","52.5192242","-1.9939170000000002",
